xMin 0.0 xMax 20.0 yMin 0.0 yMax 10.3923048454133 zMin 0.50 zMax 22.0
Particles 3480
id	x-position	y-position	z-position	radius
570	19.6134408653296	7.03920000070001	9.91910233279183	0.5
571	2.15201863513585	9.94014870844884	12.3606639590201	0.5
572	3.69021586625837	1.28673821410166	14.5489651599699	0.5
573	3.05280213081156	8.12800737922511	4.75164436874077	0.5
574	0.675751665828583	1.13272621453752	12.9060627458991	0.5
575	16.2371676927323	6.95393985212895	7.19091466237768	0.5
576	3.1548959008056	10.2571114101561	2.48977640535485	0.5
577	17.312026439626	6.98793756934918	14.7196175103136	0.5
578	1.77752549440897	8.20588946621038	14.3788586066445	0.5
579	4.77485333433868	5.01704574683845	18.8737454361604	0.5
580	11.3644770870324	8.22165138263131	6.92548804305328	0.5
581	19.6528009443585	3.43004162815384	20.5894188942226	0.5
582	16.0074560517512	0.415953233316745	2.7018912653928	0.5
583	1.78138050918493	6.53474960603578	17.5803522800731	0.5
584	0.642347639689152	8.33345069022868	11.2808407719517	0.5
585	9.49795327393079	10.3489251885305	15.4205532379358	0.5
586	3.84788826998835	8.6993849191527	13.7336454497073	0.5
587	10.0624998570554	1.18487385347169	19.7094144985656	0.5
588	11.0756976882433	6.4402867822332	10.2216529554886	0.5
589	1.62426121006956	2.89239456878198	8.90049159575771	0.5
590	1.53121484486647	6.8004854297134	3.61849454597007	0.5
591	7.15274520545424	4.76693340616116	8.02084414504321	0.5
592	10.9692844528862	1.00626637999217	1.44085172138815	0.5
593	5.42351663695599	3.78601576695936	4.69846305732871	0.5
594	18.0905438206658	4.47613486734733	2.95201801064118	0.5
595	12.0257544845425	7.9457643987621	19.570921385144	0.5
596	2.79144142216531	1.48788481074246	18.2306334135397	0.5
